clean_sector,clean_region,year,quarter,frequency,raw_variable,value,source_file,date
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,  South Asia,95.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,    Bangladesh,4.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,    India,87.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,    Pakistan,0.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,    Sri Lanka,2.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,2,quarterly,    Other Markets In South Asia,2.0,International Visitor Arrivals By Place Of Residence.csv,2020-06-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,  South Asia,487.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Bangladesh,36.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    India,394.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Pakistan,22.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Sri Lanka,32.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Other Markets In South Asia,3.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,  South Asia,717.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Bangladesh,35.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    India,581.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Pakistan,42.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Sri Lanka,36.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Other Markets In South Asia,23.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,  South Asia,688.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Bangladesh,3.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    India,634.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Pakistan,24.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Sri Lanka,18.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,3,quarterly,    Other Markets In South Asia,9.0,International Visitor Arrivals By Place Of Residence.csv,2020-09-30
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,282.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,9.1,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,139.6,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,2882.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,946.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,1323.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,444.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,281.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,26.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Bangladesh,581.6,"Exports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,India,6337.6,"Exports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Pakistan,303.4,"Exports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Sri Lanka,252.9,"Exports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,518.4,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,2.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,1562.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,871.9,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,2549.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,1378.2,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,1845.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,36.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,15.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Bangladesh,392.9,"Imports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,India,8780.3,"Imports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Pakistan,316.3,"Imports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,Sri Lanka,139.9,"Imports Of Services By Major Trading Partner, Annual.csv",2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,  South Asia,2670.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Bangladesh,267.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,2252.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Pakistan,37.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Sri Lanka,90.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Other Markets In South Asia,24.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,  South Asia,653.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Bangladesh,65.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,500.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Pakistan,18.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Sri Lanka,46.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Other Markets In South Asia,24.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,  South Asia,566.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Bangladesh,52.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    India,428.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Pakistan,28.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Sri Lanka,34.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2020,4,quarterly,    Other Markets In South Asia,24.0,International Visitor Arrivals By Place Of Residence.csv,2020-12-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,  South Asia,7233.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Bangladesh,2736.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    India,4193.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Pakistan,30.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Sri Lanka,238.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Other Markets In South Asia,36.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,  South Asia,4697.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Bangladesh,1203.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    India,3215.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Pakistan,14.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Sri Lanka,107.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Other Markets In South Asia,158.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,  South Asia,5186.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Bangladesh,1027.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    India,3946.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Pakistan,25.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Sri Lanka,172.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,1,quarterly,    Other Markets In South Asia,16.0,International Visitor Arrivals By Place Of Residence.csv,2021-03-31
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,  South Asia,19.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Bangladesh,3.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    India,12.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Pakistan,0.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Sri Lanka,2.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Other Markets In South Asia,2.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,  South Asia,122.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Bangladesh,32.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    India,84.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Pakistan,0.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Sri Lanka,5.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Other Markets In South Asia,1.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,  South Asia,5640.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Bangladesh,1700.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    India,3729.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Pakistan,13.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Sri Lanka,165.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,2,quarterly,    Other Markets In South Asia,33.0,International Visitor Arrivals By Place Of Residence.csv,2021-06-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,  South Asia,1105.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Bangladesh,385.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    India,678.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Pakistan,6.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Sri Lanka,15.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Other Markets In South Asia,21.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,  South Asia,112.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Bangladesh,2.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    India,95.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Pakistan,4.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Sri Lanka,6.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Other Markets In South Asia,5.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,  South Asia,342.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Bangladesh,1.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    India,332.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Pakistan,2.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Sri Lanka,2.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,3,quarterly,    Other Markets In South Asia,5.0,International Visitor Arrivals By Place Of Residence.csv,2021-09-30
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,264.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,6.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,277.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,3938.2,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1126.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1464.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,439.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,275.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,23.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Bangladesh,674.8,"Exports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,India,7817.0,"Exports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Pakistan,443.6,"Exports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Sri Lanka,405.9,"Exports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1043.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,2.3,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1417.5,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1151.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,2828.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,1609.2,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,2359.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,34.5,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,16.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Bangladesh,441.8,"Imports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,India,10462.6,"Imports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Pakistan,384.8,"Imports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,Sri Lanka,151.9,"Imports Of Services By Major Trading Partner, Annual.csv",2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,  South Asia,33939.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Bangladesh,5559.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,27672.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Pakistan,59.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Sri Lanka,587.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Other Markets In South Asia,62.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,  South Asia,11879.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Bangladesh,4170.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,7488.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Pakistan,36.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Sri Lanka,150.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Other Markets In South Asia,35.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,  South Asia,4055.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Bangladesh,1079.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    India,2936.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Pakistan,6.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Sri Lanka,19.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2021,4,quarterly,    Other Markets In South Asia,15.0,International Visitor Arrivals By Place Of Residence.csv,2021-12-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,  South Asia,36779.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Bangladesh,7480.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    India,27531.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Pakistan,54.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Sri Lanka,1529.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Other Markets In South Asia,185.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,  South Asia,20077.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Bangladesh,3361.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    India,15567.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Pakistan,28.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Sri Lanka,885.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Other Markets In South Asia,236.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,  South Asia,16901.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Bangladesh,4893.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    India,11428.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Pakistan,68.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Sri Lanka,444.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,1,quarterly,    Other Markets In South Asia,68.0,International Visitor Arrivals By Place Of Residence.csv,2022-03-31
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,  South Asia,76667.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Bangladesh,7352.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    India,64337.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Pakistan,999.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Sri Lanka,2709.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Other Markets In South Asia,1270.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,  South Asia,69978.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Bangladesh,6352.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    India,59198.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Pakistan,448.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Sri Lanka,2759.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Other Markets In South Asia,1221.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,  South Asia,52271.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
Cross-Border / Trade Partner,South Asia,2022,2,quarterly,    Bangladesh,7595.0,International Visitor Arrivals By Place Of Residence.csv,2022-06-30
